ItemName,ItemDesc,ItemPrice,RestaurantName,image_url
"Grilled Chicken Burrito*","Served with spicy rub and two-chili relish and charred-corn. Served with mashed Cuban beans and rice.",6.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sweet Potatoes Burrito","Carrots, cauliflower and charred corn with guajillo sauce and cotija cheese. Served with mashed Cuban beans and rice.",6.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Yucca with Chimichurri Burrito","Served with mashed Cuban beans and rice.",6.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Carne Asada Gordita","Little fatties- fried thick corn dough. Spiced-rubbed skirt steak. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Al Pastor Gordita","Little fatties- fried thick corn dough. Marinated pork. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Spicy Pork Gordita","Little fatties- fried thick corn dough. Served with chili morita sauce. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Panko-Habanero Crusted Tilapia Gordita","Little fatties- fried thick corn dough. Served with pineapple mojo. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Caramelized Onions and Charred Poblano Gordita","Little fatties- fried thick corn dough. Red peppers with chihuahua cheese. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Black Beans with Queso Blanco Gordita","Little fatties- fried thick corn dough. Pico de gallo and salso verde. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Ground Beef Gordita","Little fatties- fried thick corn dough. Served with chili chipotle. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cochinita Pibil Gordita","Little fatties- fried thick corn dough. Pork cooked in fresh-squeezed orange and lime juice and achiote wrapped in plantain leaves. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Chicken Gordita","Little fatties- fried thick corn dough. Served with spicy rub and two-chili relish and charred-corn. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sweet Potatoes Gordita","Little fatties- fried thick corn dough. Carrots, cauliflower and charred corn with guajillo sauce and cotija cheese. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Yucca with Chimichurri Gordita","Little fatties- fried thick corn dough. Served with mashed Cuban beans.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Mayan Style Guacamole and Chips*","no description",8.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Salsa and Chips","Choose a style: Pico De Gallo, Grilled Green Salsa, Tomato Habanero Salsa.",6.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sour Cream","no description",0.5,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pickled Jalapenos with Vegetables","no description",2.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Nachos","Chips with black beans, chihuahua cheese, pico de gallo, and sour cream. Choose a style: Ground Beef, Vegetarian, Pepper Relish and Charred Corn.",6.5,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Avocado","no description",1.5,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Habenero Escabeche","no description",2.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Spanish Olive-Oil Cake with Pomegranate Sauce","Topped with macerated berries.",5.5,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Plantains","With maple cream, cinnamon and brown sugar.",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Capirotada","Mexican bread pudding with cheese. Topped with piloncillo syrup.",5.5,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Coconut Tres Leches","With toasted coconut.",5.5,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Flan Classic","no description",4.0,"Tomate Fresh Kitchen",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Eggplant Caponata","tomato, caper & olive",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Morroccan Olives","harissa and citrus marinated",4.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Buffalo Mozzarella","with cherry tomatoes, basil & balsamic",8.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cracked Wheat","w/roasted peppers, onion, capers & golden raisin",5.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Bruschetta","fava bean puree, shaved radish & arugula",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Shrimp Cakes","tomato almond romesco sauce",8.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Calamari","sauteed with white wine & tomato sauce",7.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Meatballs","veal, pork & ricotta w/tomato jam",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Octopus","potato, gaeta olives, scallions & lemon",7.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Paprika-braised Chickpea","with spinach and garlic candied almonds",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Classic Caesar(Sm)","romaine, parmesan & croutons",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Classic Caesar(Lg)","romaine, parmesan & croutons",10.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Butter Lettuce(Lg)","creamy herb green goddess dressing",10.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Butter Lettuce(Sm)","creamy herb green goddess dressing",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Village Salad(Lg)","cucumber, tomato, red onion, gaeta olives & feta",10.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Village Salad(Sm)","cucumber, tomato, red onion, gaeta olives & feta",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Monday","pinn-oak lamb stew",18.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Tuesday","eggplant parmesan",16.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Wednesday","herb-roasted amish chicken",17.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Thursday","macaroni & cheese",15.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Friday","white fish with lemon and caper piccata",18.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Saturday","italian pot roast",17.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sunday","ziti with sunday gravy -braised meat ragu",16.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Burger","plapp farm organic beef, cheddar caramelized onion & bacon",11.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Chicken Milanese","pickled radish and onion with calabrian chili aioli",9.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Prosciutto & Arugula","bechamel & parmesan",15.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Sausage","sweet pepper, onion & sicilian oregano",14.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Potato And Asapargus","bechamel, caramelized onion & goat cheese",14.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Quattro Formaggi","mozz., fontina, parmesan & provolone",13.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Wild Mushroom","bechamel, fontina & sage",13.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Lamb Sausage","pinn-oak lamb, eggplant & gaeta olive",16.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pepperoni & Sausage","mozzarella & sicilian oregano",15.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Margherita","fresh mozzarella & torn basil",13.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Shrimp And Pineapple","nueskes bacon, bechemel, basil & cilantro",15.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Puttanesca","anchovies, caramelized onion, capers & gaeta olives",13.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Special Pizza Of The Week","deletions only please",14.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Salmon","roasted beets and horseradish creme fraiche",18.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Penne Genovese","tomato-pinenut pesto sauce",16.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Giardiniera","mild house-pickled vegetables",2.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Eggplant Caponata","tomato, caper & olive",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Olives","italian olives, fennel & orange zest",3.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"New Potato Salad","creme fraiche & grainy mustard",4.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Chickpea Puree","olive oil, rosemary & lemon",4.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Green Beans","potato, mint & red wine vinaigrette",5.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Buffalo Mozzarella","olive oil & sicilian sea salt",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Calamari Salad","fennel, celery, lemon & cilantro",4.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Joe's Sausage","pepperonata & mint-salsa verde",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Meatballs","veal, pork & ricotta w/tomato jam",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Octopus","potato, gaeta olives, scallions & lemon",7.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Kale","white wine-braised tuscan kale",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Farmaggio Del Giorno","apples and dried fig, almond & valrhona salami",7.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Valrhona Chocolate","walnut brownie w/gelato",5.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Polenta Pound Cake","with peach compote & whipped cream",6.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Gelato And Sorbet","flavors change daily",5.0,"Union Pizzeria",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"New Mexican Painted Soup(Cup)","Roasted butternut squash, tomato & poblano purees make this healthy & colorful soup",4.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"New Mexican Painted Soup(Bowl)","Roasted butternut squash, tomato & poblano purees make this healthy & colorful soup",6.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Tillamook Fish Chowder(Cup)","Pacific Northwest fresh fish chowder with potatoes & corn",4.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Tillamook Fish Chowder(Bowl)","Pacific Northwest fresh fish chowder with potatoes & corn",6.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Cedar Plank Salmon","Fresh Atlantic salmon filet broiled on a cedar plank with Anecortes barbecue butter",13.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Key Lime Margarita Chicken Tacos","Grilled tequila-chili marinated chicken breast served over Spanish rice topped with Key Lime aioli. Served with fresh avocado, pico de gallo & warm corn tortillas on the side",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Chimichurri Steak","Grilled tender sirloin tips sliced & topped with cilantro chimichurri, pico de gallo & garlic mashed potatoes",11.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Gulf Shrimp & Crawfish touffe","Sautéed Gulf shrimp & tender crawfish tails smothered in savory étouffée sauce over white rice. A Prairie Moon tradition...YA! YA!",13.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Kell's Pub Garlic Shrimp & Polenta","Large Gulf shrimp in a Roma tomato, garlic & fresh basil-pan sauce with baby spinach over herb polenta",13.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pine Nut & Sage Skillet Trout","Fresh rainbow trout, pan-seared with a sage and pine-nut crust and served with roasted red skin potatoes & steamed broccoli",13.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Three Sisters","Our version of a traditional vegetarian Native American skillet of roasted butternut squash, toasted corn & white beans (3 sisters) topped with sweet peppers, onions & our Gilroy garlic sauce",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Blackened Chicken & Andouille Hash","Blackened fresh chicken breast over a roasted potato hash with homemade Andouille sausage, onions & sweet peppers and a light roasted garlic sauce",11.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Santa Barbara Fish Tacos","Corn-crusted or blackened fresh Idaho tilapia with Spanish rice, avocado, salsa roja, pico de gallo, corn tortillas & chipotle cream",11.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Garden Basil Orecchiette","Fresh Basil, Roma tomatoes, baby spinach, sweet onions & cremini mushrooms sautéed in our Gilroy garlic-pesto sauce & tossed with Orecchiette (lamb's ear) pasta",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Blue Crabcake Plate","Two lump and backfin-crabmeat cakes with a red chili aioli, boardwalk fries and house slaw",12.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Little Garden Salad","Mixed greens & fresh vegetables with choice of house dressings: Garlic Ranch, Cilantro Ranch, Balsamic Vinaigrette & Lemon-Basil",5.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Hibachi Salmon Salad","Fresh Atlantic salmon grilled with a Ponzu glaze on a bed of Asian vegetables and baby greens with sesame-soy vinaigrette, wasabi & chili aiolis & crispy won-ton strips",12.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Blackened Salad","Your choice of blackened Gulf Shrimp or Salmon over mixed greens with toasted corn, avocado, pico de gallo, tortilla strips & cilantro ranch dressing",12.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Martha's Vineyard Salad","Mixed baby greens & fresh spinach with toasted pine nuts, dried cranberries, cucumber, red onion & a warm goat cheese crouton with a Balsamic vinaigrette",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"San Francisco Cobb","Grilled herb-marinated chicken breast with toasted corn, avocado, tomato, mixed greens, croutons & garlic ranch",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Blue Crabcake Salad","Blue crabcake on a bed of mixed greens with avocado, pico de gallo, and lemon-basil dressing",11.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Redbud Barbecued Chicken Salad","Chopped grilled chicken breast tossed in barbecue sauce over mixed greens, red onion, avocado, tortilla strips, tomatoes & garlic ranch dressing",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Roasted Vegetable Salad","Mixed greens with asparagus, butternut squash, Brussels sprouts, beets, goat cheese crumbles and toasted pepitas finished with a balsamic reduction and basil vinaigrette",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Shrimp Po' Boy","Fried Gulf shrimp tossed in a garlic remoulade, lettuce & tomato on a toasted ciabatta roll",11.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Wild Turkey","Oven roasted turkey breast with Swiss & wild mushrooms baked on a toasted ciabatta",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Fresh Fish Po' Boy","Cajun-fried or blackened fresh Idaho tilapia with garlic remoulade, lettuce & tomato",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Dixie Chicken Po' Boy","Blackened or grilled chicken breast, provolone, garlic remoulade, lettuce & tomato",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Southwestern Turkey Grinder","Roast turkey on a toasted French roll baked with avocado & pepperjack cheese served with pico de gallo",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"The Vermont Beef","Tender medium roast beef with Vermont horseradish cheddar, horseradish sauce, lettuce & tomato on whole wheat",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Blackened Salmon Club","Blackened salmon on toasted, marble rye with fresh spinach & caramelized onions",11.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Roasted Turkey & Bacon","Browned turkey breast & applewood bacon with lettuce & tomato on sourdough bread",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Veggie Dagwood","Mixed greens, roasted peppers, cucumber, spinach, avocado & tomato on whole wheat",8.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Grilled Steak Ciabatta","Grilled sirloin tips on garlic ciabatta with mushrooms, onions & provolone",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Baby Back Ribs(Half)","Baby back ribs finished on the grill with our Redbud BBQ sauce",13.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Baby Back Ribs(Full)","Baby back ribs finished on the grill with our Redbud BBQ sauce",20.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pulled Beef Plate","Fully trimmed brisket with our Redbud BBQ sauce",15.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pulled Pork Plate","Pork shoulder pulled from the bone with Redbud BBQ sauce",13.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pulled Beef Sandwich","On a bakery bun",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pulled Pork Sandwich","On a bakery bun",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Moon Burger","Our signature half pound burger blend of strip steak, brisket & chuck with choice of cheese  American, Swiss, smoked cheddar, Provolone or pepperjack",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Pico Pepperjack Moon Burger","With avocado, pico de gallo & pepperjack cheese",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Dark Side Of The Moon Burger","Blackened on one side with caramelized onions & smoked cheddar",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Black & Blue Moon Burger","Blackened with Mindoro blue cheese & caramelized onions",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Northwoods Moon Burger","With bacon, horseradish cheddar & horseradish sauce",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Wild Mushroom Moon Burger","Sautéed Crimini & button mushrooms & Wisconsin Swiss cheese",10.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Veggie Pico Pepperjack Burger","Our veggie burger served with avocado, pepperjack cheese, and Pico de Gallo",9.95,"Prairie Moon Restaurant",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
"Gazpacho","cold tomato and vegetable soup (only in season)",3.95,"Tapas Barcelona",http://s3-media2.fl.yelpcdn.com/assets/2/www/img/d76d93882b01/default_avatars/menu_medium_square.png
